lower,upper,duration,action,depth,size,hit,miss
4200001, 4250001, 2.36484, 0, 0, 33999608, 49952, 48
4249952, 4199952, 2.38571, 3, 0, 33599608, 50000, 0
4250001, 4300001, 2.3822, 0, 0, 34399616, 49953, 47
4299953, 4249953, 2.44793, 3, 0, 33999616, 50000, 0
4300001, 4350001, 2.4493, 0, 0, 34799560, 49946, 54
4349946, 4299946, 2.47606, 3, 0, 34399560, 50000, 0
4350001, 4400001, 2.48734, 0, 0, 35199624, 49954, 46
4399954, 4349954, 2.49893, 3, 0, 34799624, 50000, 0
4400001, 4450001, 2.52071, 0, 0, 35599512, 49940, 60
4449940, 4399940, 2.50358, 3, 0, 35199512, 50000, 0
4450001, 4500001, 2.47938, 0, 0, 35999584, 49949, 51
4499949, 4449949, 2.54405, 3, 0, 35599584, 50000, 0
4500001, 4550001, 2.49781, 0, 0, 36399488, 49937, 63
4549937, 4499937, 2.58341, 3, 0, 35999488, 50000, 0
4550001, 4600001, 2.5526, 0, 0, 36799648, 49957, 43
4599957, 4549957, 2.60287, 3, 0, 36399648, 50000, 0
4600001, 4650001, 2.56163, 0, 0, 37199728, 49967, 33
4649967, 4599967, 2.62464, 3, 0, 36799728, 50000, 0
4650001, 4700001, 2.57439, 0, 0, 37599528, 49942, 58
4699942, 4649942, 2.64495, 3, 0, 37199528, 50000, 0
4700001, 4750001, 2.63258, 0, 0, 37999600, 49951, 49
4749951, 4699951, 2.69174, 3, 0, 37599600, 50000, 0
4750001, 4800001, 2.65439, 0, 0, 38399536, 49943, 57
4799943, 4749943, 2.69745, 3, 0, 37999536, 50000, 0
4800001, 4850001, 2.68083, 0, 0, 38799616, 49953, 47
4849953, 4799953, 2.70631, 3, 0, 38399616, 50000, 0
4850001, 4900001, 2.70977, 0, 0, 39199552, 49945, 55
4899945, 4849945, 2.75996, 3, 0, 38799552, 50000, 0
4900001, 4950001, 2.7371, 0, 0, 39599528, 49942, 58
4949942, 4899942, 2.77851, 3, 0, 39199528, 50000, 0
4950001, 5000001, 2.75417, 0, 0, 39999656, 49958, 42
4999958, 4949958, 2.79038, 3, 0, 39599656, 50000, 0
50000, 50000, 0.117834, 2, 0, 399992, 0, 50000
50000, 50000, 0.0630317, 1, 0, 399992, 0, 50000
100000, 100000, 0.152846, 2, 0, 799992, 0, 50000
100000, 100000, 0.0873171, 1, 0, 799992, 0, 50000
150000, 149998, 0.174653, 2, 0, 1199976, 2, 49998
150000, 150000, 0.117898, 1, 0, 1199992, 4, 49996
200000, 199998, 0.192476, 2, 0, 1599976, 2, 49998
200000, 200000, 0.145455, 1, 0, 1599992, 3, 49997
250000, 249999, 0.221651, 2, 0, 1999984, 1, 49999
250000, 250000, 0.167486, 1, 0, 1999992, 6, 49994
300000, 299996, 0.254242, 2, 0, 2399960, 4, 49996
300000, 300000, 0.195271, 1, 0, 2399992, 4, 49996
350000, 349998, 0.284169, 2, 0, 2799976, 2, 49998
350000, 350000, 0.222748, 1, 0, 2799992, 5, 49995
400000, 399995, 0.301444, 2, 0, 3199952, 5, 49995
400000, 400000, 0.251703, 1, 0, 3199992, 2, 49998
450000, 449996, 0.333088, 2, 0, 3599960, 4, 49996
450000, 450000, 0.273885, 1, 0, 3599992, 6, 49994
500000, 499996, 0.3625, 2, 0, 3999960, 4, 49996
500000, 500000, 0.301741, 1, 0, 3999992, 4, 49996
550000, 549994, 0.391885, 2, 0, 4399944, 6, 49994
550000, 550000, 0.331803, 1, 0, 4399992, 10, 49990
600000, 599997, 0.410928, 2, 0, 4799968, 3, 49997
600000, 600000, 0.350482, 1, 0, 4799992, 9, 49991
650000, 649991, 0.447267, 2, 0, 5199920, 9, 49991
650000, 650000, 0.382735, 1, 0, 5199992, 9, 49991
700000, 699989, 0.463015, 2, 0, 5599904, 11, 49989
700000, 700000, 0.429423, 1, 0, 5599992, 7, 49993
750000, 749988, 0.493787, 2, 0, 5999896, 12, 49988
750000, 750000, 0.439189, 1, 0, 5999992, 7, 49993
800000, 799989, 0.516052, 2, 0, 6399904, 11, 49989
800000, 800000, 0.467435, 1, 0, 6399992, 10, 49990
850000, 849992, 0.537394, 2, 0, 6799928, 8, 49992
850000, 850000, 0.482254, 1, 0, 6799992, 8, 49992
900000, 899989, 0.572207, 2, 0, 7199904, 11, 49989
900000, 900000, 0.509105, 1, 0, 7199992, 6, 49994
950000, 949990, 0.598206, 2, 0, 7599912, 10, 49990
950000, 950000, 0.537415, 1, 0, 7599992, 11, 49989
1000000, 999992, 0.625826, 2, 0, 7999928, 8, 49992
1000000, 1000000, 0.571764, 1, 0, 7999992, 22, 49978
1050000, 1049986, 0.657642, 2, 0, 8399880, 14, 49986
1050000, 1050000, 0.596032, 1, 0, 8399992, 14, 49986
1100000, 1099982, 0.677985, 2, 0, 8799848, 18, 49982
1100000, 1100000, 0.617913, 1, 0, 8799992, 13, 49987
1150000, 1149983, 0.707628, 2, 0, 9199856, 17, 49983
1150000, 1150000, 0.648173, 1, 0, 9199992, 11, 49989
1200000, 1199985, 0.739091, 2, 0, 9599872, 15, 49985
1200000, 1200000, 0.672907, 1, 0, 9599992, 8, 49992
1250000, 1249987, 0.749966, 2, 0, 9999888, 13, 49987
1250000, 1250000, 0.703415, 1, 0, 9999992, 12, 49988
1300000, 1299981, 0.797635, 2, 0, 10399840, 19, 49981
1300000, 1300000, 0.73251, 1, 0, 10399992, 11, 49989
1350000, 1349982, 0.840295, 2, 0, 10799848, 18, 49982
1350000, 1350000, 0.783039, 1, 0, 10799992, 18, 49982
1400000, 1399981, 0.843433, 2, 0, 11199840, 19, 49981
1400000, 1400000, 0.781625, 1, 0, 11199992, 12, 49988
1450000, 1449989, 0.885202, 2, 0, 11599904, 11, 49989
1450000, 1450000, 0.818218, 1, 0, 11599992, 13, 49987
1500000, 1499984, 0.896997, 2, 0, 11999864, 16, 49984
1500000, 1500000, 0.847156, 1, 0, 11999992, 18, 49982
1550000, 1549983, 0.933052, 2, 0, 12399856, 17, 49983
1550000, 1550000, 0.874155, 1, 0, 12399992, 19, 49981
1600000, 1599977, 0.953095, 2, 0, 12799808, 23, 49977
1600000, 1600000, 0.885315, 1, 0, 12799992, 12, 49988
1650000, 1649975, 0.993902, 2, 0, 13199792, 25, 49975
1650000, 1650000, 0.943434, 1, 0, 13199992, 18, 49982
1700000, 1699985, 1.02603, 2, 0, 13599872, 15, 49985
1700000, 1700000, 0.959196, 1, 0, 13599992, 17, 49983
1750000, 1749979, 1.06363, 2, 0, 13999824, 21, 49979
1750000, 1750000, 0.981041, 1, 0, 13999992, 23, 49977
1800000, 1799981, 1.07116, 2, 0, 14399840, 19, 49981
1800000, 1800000, 1.00707, 1, 0, 14399992, 27, 49973
1850000, 1849991, 1.24625, 2, 0, 14799920, 9, 49991
1850000, 1850000, 1.24458, 1, 0, 14799992, 26, 49974
1900000, 1899976, 1.16051, 2, 0, 15199800, 24, 49976
1900000, 1900000, 1.07979, 1, 0, 15199992, 16, 49984
1950000, 1949975, 1.18325, 2, 0, 15599792, 25, 49975
1950000, 1950000, 1.1071, 1, 0, 15599992, 32, 49968
2000000, 1999979, 1.19378, 2, 0, 15999824, 21, 49979
2000000, 2000000, 1.12293, 1, 0, 15999992, 22, 49978
2050000, 2049981, 1.43117, 2, 0, 16399840, 19, 49981
2050000, 2050000, 1.58238, 1, 0, 16399992, 22, 49978
2100000, 2099981, 1.61286, 2, 0, 16799840, 19, 49981
2100000, 2100000, 1.21008, 1, 0, 16799992, 32, 49968
2150000, 2149975, 1.2831, 2, 0, 17199792, 25, 49975
2150000, 2150000, 1.32989, 1, 0, 17199992, 26, 49974
2200000, 2199978, 1.43696, 2, 0, 17599816, 22, 49978
2200000, 2200000, 1.45282, 1, 0, 17599992, 25, 49975
2250000, 2249975, 1.63232, 2, 0, 17999792, 25, 49975
2250000, 2250000, 1.37184, 1, 0, 17999992, 29, 49971
2300000, 2299968, 1.38233, 2, 0, 18399736, 32, 49968
2300000, 2300000, 1.45814, 1, 0, 18399992, 46, 49954
