lower,upper,duration,action,depth,size,hit,miss
115000,115000,0.01219,1,0,1839984,0,5000
120000,120000,0.0120392,2,0,1919984,0,5000
120000,120000,0.0130637,1,0,1919984,0,5000
125000,125000,0.0143473,2,0,1999984,0,5000
125000,125000,0.0144357,1,0,1999984,0,5000
130000,130000,0.0139951,2,0,2079984,0,5000
130000,130000,0.0187814,1,0,2079984,0,5000
135000,135000,0.0177463,2,0,2159984,0,5000
135000,135000,0.0209518,1,0,2159984,0,5000
140000,140000,0.0219881,2,0,2239984,0,5000
140000,140000,0.0211375,1,0,2239984,0,5000
145000,145000,0.0186977,2,0,2319984,0,5000
145000,145000,0.01918,1,0,2319984,0,5000
150000,150000,0.0190952,2,0,2399984,0,5000
150000,150000,0.0207664,1,0,2399984,0,5000
155000,155000,0.019285,2,0,2479984,0,5000
155000,155000,0.0219318,1,0,2479984,0,5000
160000,160000,0.0209777,2,0,2559984,0,5000
160000,160000,0.0224544,1,0,2559984,0,5000
165000,165000,0.0282791,2,0,2639984,0,5000
165000,165000,0.0249981,1,0,2639984,0,5000
170000,170000,0.0235671,2,0,2719984,0,5000
170000,170000,0.0258035,1,0,2719984,0,5000
175000,175000,0.0269654,2,0,2799984,0,5000
175000,175000,0.027869,1,0,2799984,0,5000
180000,180000,0.02721,2,0,2879984,0,5000
180000,180000,0.027615,1,0,2879984,0,5000
185000,185000,0.025925,2,0,2959984,0,5000
185000,185000,0.0284889,1,0,2959984,0,5000
190000,190000,0.0265144,2,0,3039984,0,5000
190000,190000,0.0290769,1,0,3039984,0,5000
195000,195000,0.0308275,2,0,3119984,0,5000
195000,195000,0.0303439,1,0,3119984,0,5000
200000,200000,0.0292344,2,0,3199984,0,5000
200000,200000,0.0314752,1,0,3199984,0,5000
205000,205000,0.029674,2,0,3279984,0,5000
205000,205000,0.0317015,1,0,3279984,1,4999
210000,210000,0.0310159,2,0,3359984,0,5000
210000,210000,0.032664,1,0,3359984,0,5000
215000,214999,0.0323053,2,0,3439968,1,4999
215000,215000,0.0335248,1,0,3439984,0,5000
220000,220000,0.0335816,2,0,3519984,0,5000
220000,220000,0.0352653,1,0,3519984,0,5000
225000,224999,0.0385306,2,0,3599968,1,4999
225000,225000,0.0403345,1,0,3599984,0,5000
230000,229999,0.0353732,2,0,3679968,1,4999
230000,230000,0.0367363,1,0,3679984,1,4999
235000,235000,0.036164,2,0,3759984,0,5000
235000,235000,0.0377572,1,0,3759984,0,5000
240000,239999,0.0400686,2,0,3839968,1,4999
240000,240000,0.0395063,1,0,3839984,0,5000
245000,245000,0.039751,2,0,3919984,0,5000
245000,245000,0.04226,1,0,3919984,0,5000
250000,249999,0.0388387,2,0,3999968,1,4999
250000,250000,0.0409623,1,0,3999984,0,5000
255000,255000,0.0398181,2,0,4079984,0,5000
255000,255000,0.041551,1,0,4079984,0,5000
260000,259999,0.0432498,2,0,4159968,1,4999
260000,260000,0.0426765,1,0,4159984,0,5000
265000,265000,0.0421125,2,0,4239984,0,5000
265000,265000,0.0456683,1,0,4239984,0,5000
270000,270000,0.0428205,2,0,4319984,0,5000
270000,270000,0.0456607,1,0,4319984,0,5000
275000,275000,0.044289,2,0,4399984,0,5000
275000,275000,0.0455441,1,0,4399984,0,5000
280000,280000,0.0451209,2,0,4479984,0,5000
280000,280000,0.0511664,1,0,4479984,1,4999
285000,284997,0.0496356,2,0,4559936,3,4997
285000,285000,0.0475103,1,0,4559984,0,5000
290000,290000,0.0476422,2,0,4639984,0,5000
290000,290000,0.0485582,1,0,4639984,2,4998
295000,295000,0.0515007,2,0,4719984,0,5000
295000,295000,0.0491848,1,0,4719984,1,4999
300000,299999,0.0494938,2,0,4799968,1,4999
300000,300000,0.0511573,1,0,4799984,0,5000
305000,305000,0.0493025,2,0,4879984,0,5000
305000,305000,0.0516019,1,0,4879984,0,5000
310000,310000,0.0520479,2,0,4959984,0,5000
310000,310000,0.0532322,1,0,4959984,1,4999
315000,315000,0.0521078,2,0,5039984,0,5000
315000,315000,0.0533684,1,0,5039984,0,5000
320000,320000,0.0528738,2,0,5119984,0,5000
320000,320000,0.0548165,1,0,5119984,0,5000
325000,325000,0.0533516,2,0,5199984,0,5000
325000,325000,0.0577742,1,0,5199984,0,5000
330000,330000,0.0611098,2,0,5279984,0,5000
330000,330000,0.0571367,1,0,5279984,0,5000
335000,334999,0.0560515,2,0,5359968,1,4999
335000,335000,0.0573097,1,0,5359984,0,5000
340000,340000,0.0616433,2,0,5439984,0,5000
340000,340000,0.0581349,1,0,5439984,0,5000
345000,345000,0.0580096,2,0,5519984,0,5000
345000,345000,0.0590955,1,0,5519984,0,5000
350000,349999,0.0582554,2,0,5599968,1,4999
350000,350000,0.0614213,1,0,5599984,0,5000
355000,355000,0.0600239,2,0,5679984,0,5000
355000,355000,0.0609788,1,0,5679984,0,5000
360000,360000,0.0605995,2,0,5759984,0,5000
360000,360000,0.0620299,1,0,5759984,0,5000
365000,364998,0.062104,2,0,5839952,2,4998
365000,365000,0.0643042,1,0,5839984,0,5000
370000,370000,0.0676211,2,0,5919984,0,5000
370000,370000,0.0643201,1,0,5919984,2,4998
375000,375000,0.0643189,2,0,5999984,0,5000
375000,375000,0.0672462,1,0,5999984,1,4999
380000,379999,0.0662749,2,0,6079968,1,4999
380000,380000,0.0661105,1,0,6079984,1,4999
385000,385000,0.0657237,2,0,6159984,0,5000
385000,385000,0.0665857,1,0,6159984,0,5000
390000,390000,0.0681049,2,0,6239984,0,5000
390000,390000,0.0691301,1,0,6239984,1,4999
395000,395000,0.0693591,2,0,6319984,0,5000
395000,395000,0.0692958,1,0,6319984,1,4999
400000,400000,0.0720656,2,0,6399984,0,5000
400000,400000,0.0695597,1,0,6399984,0,5000
405000,404999,0.0745649,2,0,6479968,1,4999
405000,405000,0.0720601,1,0,6479984,0,5000
410000,410000,0.0707236,2,0,6559984,0,5000
