lower,upper,duration,action,depth,size,hit,miss
2200000,2200000,0.435967,1,26,70400000,25,49975
2250000,2249975,0.459354,2,26,71999200,25,49975
2250000,2250000,0.442882,1,26,72000000,29,49971
2300000,2299968,0.461178,2,26,73598976,32,49968
2300000,2300000,0.486018,1,26,73600000,46,49954
2350000,2349966,0.508969,2,26,75198912,34,49966
2350000,2350000,0.498064,1,26,75200000,41,49959
2400000,2399976,0.479261,2,26,76799232,24,49976
2400000,2400000,0.476529,1,26,76800000,34,49966
2450000,2449970,0.49915,2,26,78399040,30,49970
2450000,2450000,0.496924,1,26,78400000,21,49979
2500000,2499962,0.496733,2,26,79998784,38,49962
2500000,2500000,0.490073,1,26,80000000,29,49971
2550000,2549971,0.506981,2,26,81599072,29,49971
2550000,2550000,0.514292,1,26,81600000,22,49978
2600000,2599963,0.516423,2,26,83198816,37,49963
2600000,2600000,0.528194,1,26,83200000,37,49963
2650000,2649967,0.557266,2,26,84798944,33,49967
2650000,2650000,0.530839,1,26,84800000,25,49975
2700000,2699979,0.574816,2,26,86399328,21,49979
2700000,2700000,0.568072,1,26,86400000,23,49977
2750000,2749972,0.554925,2,26,87999104,28,49972
2750000,2750000,0.57054,1,26,88000000,36,49964
2800000,2799970,0.606974,2,26,89599040,30,49970
2800000,2800000,0.569088,1,26,89600000,27,49973
2850000,2849963,0.578333,2,27,91198816,37,49963
2850000,2850000,0.588081,1,27,91200000,27,49973
2900000,2899960,0.634225,2,27,92798720,40,49960
2900000,2900000,0.642868,1,27,92800000,41,49959
2950000,2949968,0.627561,2,27,94398976,32,49968
2950000,2950000,0.648235,1,27,94400000,29,49971
3000000,2999953,0.638362,2,27,95998496,47,49953
3000000,3000000,0.642085,1,27,96000000,26,49974
3050000,3049958,0.618265,2,27,97598656,42,49958
3050000,3050000,0.61592,1,27,97600000,31,49969
3100000,3099969,0.627477,2,27,99199008,31,49969
3100000,3100000,0.625752,1,27,99200000,42,49958
3150000,3149961,0.638374,2,27,100798752,39,49961
3150000,3150000,0.651819,1,27,100800000,37,49963
3200000,3199959,0.651131,2,27,102398688,41,49959
3200000,3200000,0.645702,1,27,102400000,40,49960
3250000,3249955,0.660373,2,27,103998560,45,49955
3250000,3250000,0.657741,1,27,104000000,40,49960
3300000,3299966,0.66644,2,27,105598912,34,49966
3300000,3300000,0.671134,1,27,105600000,43,49957
3350000,3349976,0.686134,2,27,107199232,24,49976
3350000,3350000,0.68049,1,27,107200000,49,49951
3400000,3399947,0.695611,2,27,108798304,53,49947
3400000,3400000,0.694179,1,27,108800000,49,49951
3450000,3449975,0.71421,2,27,110399200,25,49975
3450000,3450000,0.704291,1,27,110400000,54,49946
